id	label	description	url	x	y	cluster	weight<Links>	weight<Citations>	weight<Norm. citations>	score<Pub. year>	score<Citations>	score<Norm. citations>
71	morselli (2007)	"<table><tr><td>Authors:</td><td>morselli, carlo; giguere, cynthia; petit, katia</td></tr><tr><td>Title:</td><td>the efficiency/security trade-off in criminal networks</td></tr><tr><td>Source:</td><td>social networks, 29(1), 143-153</td></tr><tr><td>Year:</td><td>2007</td></tr></table>"	https://doi.org/10.1016/j.socnet.2006.05.001	-0.5727	0.4753	8	19	197	1.7437	2007	197	1.7437
72	burt (1998)	"<table><tr><td>Authors:</td><td>burt, rs; jannotta, je; mahoney, jt</td></tr><tr><td>Title:</td><td>personality correlates of structural holes</td></tr><tr><td>Source:</td><td>social networks, 20(1), 63-87</td></tr><tr><td>Year:</td><td>1998</td></tr></table>"	https://doi.org/10.1016/s0378-8733(97)00005-1	0.4259	0.2358	8	16	196	3.2693	1998	196	3.2693
73	moody (2001)	"<table><tr><td>Authors:</td><td>moody, j</td></tr><tr><td>Title:</td><td>peer influence groups: identifying dense clusters in large networks</td></tr><tr><td>Source:</td><td>social networks, 23(4), 261-283</td></tr><tr><td>Year:</td><td>2001</td></tr></table>"	https://doi.org/10.1016/s0378-8733(01)00042-9	-0.3215	-0.079	7	15	190	1.6056	2001	190	1.6056
74	snijders (2013)	"<table><tr><td>Authors:</td><td>snijders, tom a. b.; lomi, alessandro; torlo, vanina jasmine</td></tr><tr><td>Title:</td><td>a model for the multiplex dynamics of two-mode and one-mode networks, with an application to employment preference, friendship, and advice</td></tr><tr><td>Source:</td><td>social networks, 35(2), 265-276</td></tr><tr><td>Year:</td><td>2013</td></tr></table>"	https://doi.org/10.1016/j.socnet.2012.05.005	-0.1894	0.4424	4	36	189	3.6486	2013	189	3.6486
75	mcdonald (2011)	"<table><tr><td>Authors:</td><td>mcdonald, steve</td></tr><tr><td>Title:</td><td>what's in the ""old boys"" network? accessing social capital in gendered and racialized networks</td></tr><tr><td>Source:</td><td>social networks, 33(4), 317-330</td></tr><tr><td>Year:</td><td>2011</td></tr></table>"	https://doi.org/10.1016/j.socnet.2011.10.002	0.8333	0.1879	3	11	189	4.4471	2011	189	4.4471
76	fowler (2006)	"<table><tr><td>Authors:</td><td>fowler, james h.</td></tr><tr><td>Title:</td><td>legislative cosponsorship networks in the us house and senate</td></tr><tr><td>Source:</td><td>social networks, 28(4), 454-465</td></tr><tr><td>Year:</td><td>2006</td></tr></table>"	https://doi.org/10.1016/j.socnet.2005.11.003	-0.342	0.4651	16	13	189	1.8105	2006	189	1.8105
77	white (1994)	"<table><tr><td>Authors:</td><td>white, dr; borgatti, sp</td></tr><tr><td>Title:</td><td>betweeness centrality measures for directed-graphs</td></tr><tr><td>Source:</td><td>social networks, 16(4), 335-346</td></tr><tr><td>Year:</td><td>1994</td></tr></table>"	https://doi.org/10.1016/0378-8733(94)90015-9	-0.6893	0.3078	6	6	189	5.9559	1994	189	5.9559
78	wellman (1997)	"<table><tr><td>Authors:</td><td>wellman, b; wong, ryl; tindall, d; nazer, n</td></tr><tr><td>Title:</td><td>a decade of network change: turnover, persistence and stability in personal communities</td></tr><tr><td>Source:</td><td>social networks, 19(1), 27-50</td></tr><tr><td>Year:</td><td>1997</td></tr></table>"	https://doi.org/10.1016/s0378-8733(96)00289-4	0.831	-0.1283	2	29	187	1.7996	1997	187	1.7996
79	doreian (1996)	"<table><tr><td>Authors:</td><td>doreian, p; mrvar, a</td></tr><tr><td>Title:</td><td>a partitioning approach to structural balance</td></tr><tr><td>Source:</td><td>social networks, 18(2), 149-168</td></tr><tr><td>Year:</td><td>1996</td></tr></table>"	https://doi.org/10.1016/0378-8733(95)00259-6	-0.5309	0.1571	19	24	186	2.6534	1996	186	2.6534
80	de la haye (2010)	"<table><tr><td>Authors:</td><td>de la haye, kayla; robins, garry; mohr, philip; wilson, carlene</td></tr><tr><td>Title:</td><td>obesity-related behaviors in adolescent friendship networks</td></tr><tr><td>Source:</td><td>social networks, 32(3), 161-167</td></tr><tr><td>Year:</td><td>2010</td></tr></table>"	https://doi.org/10.1016/j.socnet.2009.09.001	0.4619	0.3707	15	7	181	1.0402	2010	181	1.0402
81	marin (2004)	"<table><tr><td>Authors:</td><td>marin, a</td></tr><tr><td>Title:</td><td>are respondents more likely to list alters with certain characteristics? implications for name generator data</td></tr><tr><td>Source:</td><td>social networks, 26(4), 289-307</td></tr><tr><td>Year:</td><td>2004</td></tr></table>"	https://doi.org/10.1016/j.socnet.2004.06.001	0.7373	-0.4208	5	46	181	3.3964	2004	181	3.3964
82	wellman (1996)	"<table><tr><td>Authors:</td><td>wellman, b</td></tr><tr><td>Title:</td><td>are personal communities local? a dumptarian reconsideration</td></tr><tr><td>Source:</td><td>social networks, 18(4), 347-354</td></tr><tr><td>Year:</td><td>1996</td></tr></table>"	https://doi.org/10.1016/0378-8733(95)00282-0	0.3932	-0.2263	2	11	181	2.582	1996	181	2.582
83	huisman (2008)	"<table><tr><td>Authors:</td><td>huisman, mark; steglich, christian</td></tr><tr><td>Title:</td><td>treatment of non-response in longitudinal network studies</td></tr><tr><td>Source:</td><td>social networks, 30(4), 297-308</td></tr><tr><td>Year:</td><td>2008</td></tr></table>"	https://doi.org/10.1016/j.socnet.2008.04.004	0.1241	0.2653	14	23	180	2.0201	2008	180	2.0201
84	fischer (1982)	"<table><tr><td>Authors:</td><td>fischer, cs</td></tr><tr><td>Title:</td><td>what do we mean by friend - an inductive study</td></tr><tr><td>Source:</td><td>social networks, 3(4), 287-306</td></tr><tr><td>Year:</td><td>1982</td></tr></table>"	https://doi.org/10.1016/0378-8733(82)90004-1	0.7517	-0.0725	2	41	180	4.7269	1982	180	4.7269
85	holme (2004)	"<table><tr><td>Authors:</td><td>holme, p; edling, cr; liljeros, f</td></tr><tr><td>Title:</td><td>structure and time evolution of an internet dating community</td></tr><tr><td>Source:</td><td>social networks, 26(2), 155-174</td></tr><tr><td>Year:</td><td>2004</td></tr></table>"	https://doi.org/10.1016/j.socnet.2004.01.007	-0.4909	-0.296	7	10	179	3.3589	2004	179	3.3589
86	bernard (1980)	"<table><tr><td>Authors:</td><td>bernard, hr; killworth, pd; sailer, l</td></tr><tr><td>Title:</td><td>informant accuracy in social network data .4. a comparison of clique-level structure in behavioral and cognitive network data</td></tr><tr><td>Source:</td><td>social networks, 2(3), 191-218</td></tr><tr><td>Year:</td><td>1980</td></tr></table>"	https://doi.org/10.1016/0378-8733(79)90014-5	0.1025	-0.5765	11	46	178	3.4475	1980	178	3.4475
87	licoppe (2005)	"<table><tr><td>Authors:</td><td>licoppe, c; smoreda, z</td></tr><tr><td>Title:</td><td>are social networks technologically embedded? how networks are changing today with changes in communication technology</td></tr><tr><td>Source:</td><td>social networks, 27(4), 317-335</td></tr><tr><td>Year:</td><td>2005</td></tr></table>"	https://doi.org/10.1016/j.socnet.2004.11.001	0.9477	0.0247	2	4	173	0.7418	2005	173	0.7418
88	hummon (2003)	"<table><tr><td>Authors:</td><td>hummon, np; doreian, p</td></tr><tr><td>Title:</td><td>some dynamics of social balance processes: bringing heider back into balance theory</td></tr><tr><td>Source:</td><td>social networks, 25(1), 17-49</td></tr><tr><td>Year:</td><td>2003</td></tr></table>"	https://doi.org/10.1016/s0378-8733(02)00019-9	-0.3183	0.3642	19	23	171	0.8507	2003	171	0.8507
89	savage (2014)	"<table><tr><td>Authors:</td><td>savage, david; zhang, xiuzhen; yu, xinghuo; chou, pauline; wang, qingmai</td></tr><tr><td>Title:</td><td>anomaly detection in online social networks</td></tr><tr><td>Source:</td><td>social networks, 39, 62-70</td></tr><tr><td>Year:</td><td>2014</td></tr></table>"	https://doi.org/10.1016/j.socnet.2014.05.002	-1.3825	-0.859	21	1	170	3.4518	2014	170	3.4518
90	friedkin (1982)	"<table><tr><td>Authors:</td><td>friedkin, ne</td></tr><tr><td>Title:</td><td>information-flow through strong and weak ties in intra-organizational social networks</td></tr><tr><td>Source:</td><td>social networks, 3(4), 273-285</td></tr><tr><td>Year:</td><td>1982</td></tr></table>"	https://doi.org/10.1016/0378-8733(82)90003-x	-0.5847	0.0726	18	6	170	4.4643	1982	170	4.4643
91	lubbers (2010)	"<table><tr><td>Authors:</td><td>lubbers, miranda j.; luis molina, jose; lerner, juergen; brandes, ulrik; avila, javier; mccarty, christopher</td></tr><tr><td>Title:</td><td>longitudinal analysis of personal networks. the case of argentinean migrants in spain</td></tr><tr><td>Source:</td><td>social networks, 32(1), 91-104</td></tr><tr><td>Year:</td><td>2010</td></tr></table>"	https://doi.org/10.1016/j.socnet.2009.05.001	0.8493	0.0017	2	42	168	0.9655	2010	168	0.9655
92	krivitsky (2009)	"<table><tr><td>Authors:</td><td>krivitsky, pavel n.; handcock, mark s.; raftery, adrian e.; hoff, peter d.</td></tr><tr><td>Title:</td><td>representing degree distributions, clustering, and homophily in social networks with latent cluster random effects models</td></tr><tr><td>Source:</td><td>social networks, 31(3), 204-213</td></tr><tr><td>Year:</td><td>2009</td></tr></table>"	https://doi.org/10.1016/j.socnet.2009.04.001	-0.6389	0.3154	10	6	165	1.6875	2009	165	1.6875
93	anderson (1999a)	"<table><tr><td>Authors:</td><td>anderson, cj; wasserman, s; crouch, b</td></tr><tr><td>Title:</td><td>a <i>p</i>* primer:: logit models for social networks</td></tr><tr><td>Source:</td><td>social networks, 21(1), 37-66</td></tr><tr><td>Year:</td><td>1999</td></tr></table>"	https://doi.org/10.1016/s0378-8733(98)00012-4	-0.2718	0.203	10	14	163	1.2577	1999	163	1.2577
94	sailer (1978)	"<table><tr><td>Authors:</td><td>sailer, ld</td></tr><tr><td>Title:</td><td>structural equivalence - meaning and definition, computation and application</td></tr><tr><td>Source:</td><td>social networks, 1(1), 73-90</td></tr><tr><td>Year:</td><td>1978</td></tr></table>"	https://doi.org/10.1016/0378-8733(78)90014-x	-1.0044	-0.6505	1	41	163	1.5469	1978	163	1.5469
95	newman (2003)	"<table><tr><td>Authors:</td><td>newman, mej</td></tr><tr><td>Title:</td><td>ego-centered networks and the ripple effect</td></tr><tr><td>Source:</td><td>social networks, 25(1), 83-95</td></tr><tr><td>Year:</td><td>2003</td></tr></table>"	https://doi.org/10.1016/s0378-8733(02)00039-4	0.5204	-0.4712	13	9	162	0.806	2003	162	0.806
96	rice (1990)	"<table><tr><td>Authors:</td><td>rice, re; grant, ae; schmitz, j; torobin, j</td></tr><tr><td>Title:</td><td>individual and network influences on the adoption and perceived outcomes of electronic messaging</td></tr><tr><td>Source:</td><td>social networks, 12(1), 27-55</td></tr><tr><td>Year:</td><td>1990</td></tr></table>"	https://doi.org/10.1016/0378-8733(90)90021-z	-0.4189	-0.6668	27	4	162	4.2739	1990	162	4.2739
97	bidart (2005a)	"<table><tr><td>Authors:</td><td>bidart, c; lavenu, d</td></tr><tr><td>Title:</td><td>evolutions of personal networks and life events</td></tr><tr><td>Source:</td><td>social networks, 27(4), 359-376</td></tr><tr><td>Year:</td><td>2005</td></tr></table>"	https://doi.org/10.1016/j.socnet.2004.11.003	1.091	-0.099	2	27	161	0.6904	2005	161	0.6904
98	shor (2013)	"<table><tr><td>Authors:</td><td>shor, eran; roelfs, david j.; yogev, tamar</td></tr><tr><td>Title:</td><td>the strength of family ties: a meta-analysis and meta-regression of self-reported social support and mortality</td></tr><tr><td>Source:</td><td>social networks, 35(4), 626-638</td></tr><tr><td>Year:</td><td>2013</td></tr></table>"	https://doi.org/10.1016/j.socnet.2013.08.004	1.148	0.0015	2	3	159	3.0695	2013	159	3.0695
99	szell (2010)	"<table><tr><td>Authors:</td><td>szell, michael; thurner, stefan</td></tr><tr><td>Title:</td><td>measuring social dynamics in a massive multiplayer online game</td></tr><tr><td>Source:</td><td>social networks, 32(4), 313-329</td></tr><tr><td>Year:</td><td>2010</td></tr></table>"	https://doi.org/10.1016/j.socnet.2010.06.001	-0.3647	-0.1114	7	11	159	0.9138	2010	159	0.9138
100	fowler (2008)	"<table><tr><td>Authors:</td><td>fowler, james h.; jeon, sangick</td></tr><tr><td>Title:</td><td>the authority of supreme court precedent</td></tr><tr><td>Source:</td><td>social networks, 30(1), 16-30</td></tr><tr><td>Year:</td><td>2008</td></tr></table>"	https://doi.org/10.1016/j.socnet.2007.05.001	-0.4364	0.4907	19	5	159	1.7844	2008	159	1.7844
101	ellwardt (2012a)	"<table><tr><td>Authors:</td><td>ellwardt, lea; labianca, giuseppe (joe); wittek, rafael</td></tr><tr><td>Title:</td><td>who are the objects of positive and negative gossip at work? a social network perspective on workplace gossip</td></tr><tr><td>Source:</td><td>social networks, 34(2), 193-205</td></tr><tr><td>Year:</td><td>2012</td></tr></table>"	https://doi.org/10.1016/j.socnet.2011.11.003	0.0923	0.5196	19	20	157	2.8545	2012	157	2.8545
102	mccarty (2007)	"<table><tr><td>Authors:</td><td>mccarty, christopher; killworth, peter d.; rennell, james</td></tr><tr><td>Title:</td><td>impact of methods for reducing respondent burden on personal network structural measures</td></tr><tr><td>Source:</td><td>social networks, 29(2), 300-315</td></tr><tr><td>Year:</td><td>2007</td></tr></table>"	https://doi.org/10.1016/j.socnet.2006.12.005	0.6223	-0.438	5	53	157	1.3897	2007	157	1.3897
103	block (2015)	"<table><tr><td>Authors:</td><td>block, per</td></tr><tr><td>Title:</td><td>reciprocity, transitivity, and the mysterious three-cycle</td></tr><tr><td>Source:</td><td>social networks, 40, 163-173</td></tr><tr><td>Year:</td><td>2015</td></tr></table>"	https://doi.org/10.1016/j.socnet.2014.10.005	0.2062	0.4387	4	32	156	3.9745	2015	156	3.9745
104	brandes (2016)	"<table><tr><td>Authors:</td><td>brandes, ulrik; borgatti, stephen p.; freeman, linton c.</td></tr><tr><td>Title:</td><td>maintaining the duality of closeness and betweenness centrality</td></tr><tr><td>Source:</td><td>social networks, 44, 153-159</td></tr><tr><td>Year:</td><td>2016</td></tr></table>"	https://doi.org/10.1016/j.socnet.2015.08.003	-0.4683	-0.064	6	9	154	5.1699	2016	154	5.1699
105	friedkin (1980)	"<table><tr><td>Authors:</td><td>friedkin, n</td></tr><tr><td>Title:</td><td>a test of structural features of granovetter strength of weak ties theory</td></tr><tr><td>Source:</td><td>social networks, 2(4), 411-422</td></tr><tr><td>Year:</td><td>1980</td></tr></table>"	https://doi.org/10.1016/0378-8733(80)90006-4	-0.3458	0.0255	18	9	154	2.9827	1980	154	2.9827
106	mercken (2010)	"<table><tr><td>Authors:</td><td>mercken, l.; snijders, t. a. b.; steglich, c.; vartiainen, e.; de vries, h.</td></tr><tr><td>Title:</td><td>dynamics of adolescent friendship networks and smoking behavior</td></tr><tr><td>Source:</td><td>social networks, 32(1), 72-81</td></tr><tr><td>Year:</td><td>2010</td></tr></table>"	https://doi.org/10.1016/j.socnet.2009.02.005	0.231	0.4475	4	13	152	0.8736	2010	152	0.8736
107	gonzalez-bailon (2014)	"<table><tr><td>Authors:</td><td>gonzalez-bailon, sandra; wang, ning; rivero, alejandro; borge-holthoefer, javier; moreno, yamir</td></tr><tr><td>Title:</td><td>assessing the bias in samples of large online networks</td></tr><tr><td>Source:</td><td>social networks, 38, 16-27</td></tr><tr><td>Year:</td><td>2014</td></tr></table>"	https://doi.org/10.1016/j.socnet.2014.01.004	0.2278	-0.3111	13	17	145	2.9442	2014	145	2.9442
108	doreian (2009)	"<table><tr><td>Authors:</td><td>doreian, patrick; mrvar, andrej</td></tr><tr><td>Title:</td><td>partitioning signed social networks</td></tr><tr><td>Source:</td><td>social networks, 31(1), 1-11</td></tr><tr><td>Year:</td><td>2009</td></tr></table>"	https://doi.org/10.1016/j.socnet.2008.08.001	-0.6136	0.3568	19	19	143	1.4625	2009	143	1.4625
109	cook (1992)	"<table><tr><td>Authors:</td><td>cook, ks; yamagishi, t</td></tr><tr><td>Title:</td><td>power in exchange networks - a power-dependence formulation</td></tr><tr><td>Source:</td><td>social networks, 14(3-4), 245-265</td></tr><tr><td>Year:</td><td>1992</td></tr></table>"	https://doi.org/10.1016/0378-8733(92)90004-q	-0.7072	0.8001	20	8	142	3.0365	1992	142	3.0365
110	butts (2003)	"<table><tr><td>Authors:</td><td>butts, ct</td></tr><tr><td>Title:</td><td>network inference, error, and informant (in)accuracy: a bayesian approach</td></tr><tr><td>Source:</td><td>social networks, 25(2), 103-140</td></tr><tr><td>Year:</td><td>2003</td></tr></table>"	https://doi.org/10.1016/s0378-8733(02)00038-2	0.198	-0.1418	11	41	141	0.7015	2003	141	0.7015
111	friedkin (2001)	"<table><tr><td>Authors:</td><td>friedkin, ne</td></tr><tr><td>Title:</td><td>norm formation in social influence networks</td></tr><tr><td>Source:</td><td>social networks, 23(3), 167-189</td></tr><tr><td>Year:</td><td>2001</td></tr></table>"	https://doi.org/10.1016/s0378-8733(01)00036-3	-0.0397	-0.1364	25	5	140	1.1831	2001	140	1.1831
112	vanderpoel (1993)	"<table><tr><td>Authors:</td><td>vanderpoel, mgm</td></tr><tr><td>Title:</td><td>delineating personal support networks</td></tr><tr><td>Source:</td><td>social networks, 15(1), 49-70</td></tr><tr><td>Year:</td><td>1993</td></tr></table>"	https://doi.org/10.1016/0378-8733(93)90021-c	0.7224	-0.1701	5	31	140	3.1782	1993	140	3.1782
113	small (2013)	"<table><tr><td>Authors:</td><td>small, mario luis</td></tr><tr><td>Title:</td><td>weak ties and the core discussion network: why people regularly discuss important matters with unimportant alters</td></tr><tr><td>Source:</td><td>social networks, 35(3), 470-483</td></tr><tr><td>Year:</td><td>2013</td></tr></table>"	https://doi.org/10.1016/j.socnet.2013.05.004	0.9253	-0.0773	2	36	138	2.6641	2013	138	2.6641
114	plickert (2007)	"<table><tr><td>Authors:</td><td>plickert, gabriele; cote, rochelle r.; wellman, barry</td></tr><tr><td>Title:</td><td>it's not who you know, it's how you know them:: who exchanges what with whom?</td></tr><tr><td>Source:</td><td>social networks, 29(3), 405-429</td></tr><tr><td>Year:</td><td>2007</td></tr></table>"	https://doi.org/10.1016/j.socnet.2007.01.007	0.7987	-0.0335	2	18	138	1.2215	2007	138	1.2215
115	wang (2009)	"<table><tr><td>Authors:</td><td>wang, peng; sharpe, ken; robins, garry l.; pattison, philippa e.</td></tr><tr><td>Title:</td><td>exponential random graph (p*) models for affiliation networks</td></tr><tr><td>Source:</td><td>social networks, 31(1), 12-25</td></tr><tr><td>Year:</td><td>2009</td></tr></table>"	https://doi.org/10.1016/j.socnet.2008.08.002	-0.3518	0.3372	10	32	137	1.4011	2009	137	1.4011
116	del valle (2007)	"<table><tr><td>Authors:</td><td>del valle, s. y.; hyman, j. m.; hethcote, h. w.; eubank, s. g.</td></tr><tr><td>Title:</td><td>mixing patterns between age groups in social networks</td></tr><tr><td>Source:</td><td>social networks, 29(4), 539-554</td></tr><tr><td>Year:</td><td>2007</td></tr></table>"	https://doi.org/10.1016/j.socnet.2007.04.005	-0.789	-0.5098	18	1	137	1.2126	2007	137	1.2126
